name_1,date_1,name_2,date_2,name_3,date_3,context,correct_date,correct_date_str,correct_answer
Richard,2019-06-05,Jerry,2019-06-01,Dean,2019-05-23,Richard took a ferry on the 5th of June. Jerry took a ferry on the 1st of June. Dean took a ferry on the 23rd of May. The first person that took a ferry was,2019-05-23,23rd of May,Dean
Mark,2019-05-26,William,2019-06-25,Martin,2019-06-01,Mark participated in a triathlon on the 26th of May. William participated in a triathlon on the 25th of June. Martin participated in a triathlon on the 1st of June. The first person that participated in a triathlon was,2019-05-26,26th of May,Mark
Leon,2019-06-20,Jack,2019-06-22,William,2019-06-06,Leon arrived in Canada on the 20th of June. Jack arrived in Canada on the 22nd of June. William arrived in Canada on the 6th of June. The first person that arrived in Canada was,2019-06-06,6th of June,William
Matt,2019-06-04,Charlie,2019-05-01,Jack,2019-06-16,Matt took a walk in the park on the 4th of June. Charlie took a walk in the park on the 1st of May. Jack took a walk in the park on the 16th of June. The first person that took a walk in the park was,2019-05-01,1st of May,Charlie
Hunter,2019-06-01,Henry,2019-05-14,Rachel,2019-06-22,Hunter arrived in France on the 1st of June. Henry arrived in France on the 14th of May. Rachel arrived in France on the 22nd of June. The first person that arrived in France was,2019-05-14,14th of May,Henry
Joy,2019-05-06,Alex,2019-06-03,Scott,2019-06-08,Joy painted a portrait on the 6th of May. Alex painted a portrait on the 3rd of June. Scott painted a portrait on the 8th of June. The first person that painted a portrait was,2019-05-06,6th of May,Joy
Matt,2019-06-12,Josh,2019-05-02,Brandon,2019-06-27,Matt sold their car on the 12th of June. Josh sold their car on the 2nd of May. Brandon sold their car on the 27th of June. The first person that sold their car was,2019-05-02,2nd of May,Josh
April,2019-05-20,Ian,2019-06-12,Walker,2019-05-27,April went to a concert on the 20th of May. Ian went to a concert on the 12th of June. Walker went to a concert on the 27th of May. The first person that went to a concert was,2019-05-20,20th of May,April
Blake,2019-06-10,Richard,2019-05-25,Grant,2019-05-14,Blake took an exam on the 10th of June. Richard took an exam on the 25th of May. Grant took an exam on the 14th of May. The first person that took an exam was,2019-05-14,14th of May,Grant
Jack,2019-05-04,Rose,2019-05-11,Frank,2019-06-25,Jack returned from vacation on the 4th of May. Rose returned from vacation on the 11th of May. Frank returned from vacation on the 25th of June. The first person that returned from vacation was,2019-05-04,4th of May,Jack
Aaron,2019-06-29,William,2019-06-06,Blake,2019-05-21,Aaron won a prize on the 29th of June. William won a prize on the 6th of June. Blake won a prize on the 21st of May. The first person that won a prize was,2019-05-21,21st of May,Blake
April,2019-05-20,Rose,2019-05-17,Steve,2019-06-16,April went to an Indian restaurant on the 20th of May. Rose went to an Indian restaurant on the 17th of May. Steve went to an Indian restaurant on the 16th of June. The first person that went to an Indian restaurant was,2019-05-17,17th of May,Rose
John,2019-05-22,Alex,2019-05-11,Grant,2019-06-04,John watered the plants on the 22nd of May. Alex watered the plants on the 11th of May. Grant watered the plants on the 4th of June. The first person that watered the plants was,2019-05-11,11th of May,Alex
Emily,2019-06-01,John,2019-06-20,Grant,2019-05-31,Emily refinanced the mortgage on the 1st of June. John refinanced the mortgage on the 20th of June. Grant refinanced the mortgage on the 31st of May. The first person that refinanced the mortgage was,2019-05-31,31st of May,Grant
Rose,2019-05-11,Andrew,2019-06-02,Charlie,2019-05-01,Rose reorganized the closet on the 11th of May. Andrew reorganized the closet on the 2nd of June. Charlie reorganized the closet on the 1st of May. The first person that reorganized the closet was,2019-05-01,1st of May,Charlie
Rachel,2019-06-22,George,2019-05-16,Charlie,2019-05-14,Rachel moved to a new city on the 22nd of June. George moved to a new city on the 16th of May. Charlie moved to a new city on the 14th of May. The first person that moved to a new city was,2019-05-14,14th of May,Charlie
John,2019-06-20,Blake,2019-05-21,Connor,2019-06-07,John won a contest on the 20th of June. Blake won a contest on the 21st of May. Connor won a contest on the 7th of June. The first person that won a contest was,2019-05-21,21st of May,Blake
Jerry,2019-05-11,Rose,2019-06-16,Peter,2019-05-03,Jerry repotted the plants on the 11th of May. Rose repotted the plants on the 16th of June. Peter repotted the plants on the 3rd of May. The first person that repotted the plants was,2019-05-03,3rd of May,Peter
Josh,2019-06-03,Walker,2019-05-03,Michael,2019-05-13,Josh watched a movie on the 3rd of June. Walker watched a movie on the 3rd of May. Michael watched a movie on the 13th of May. The first person that watched a movie was,2019-05-03,3rd of May,Walker
Hunter,2019-05-28,Grant,2019-06-04,Charlie,2019-05-01,Hunter watched a documentary on the 28th of May. Grant watched a documentary on the 4th of June. Charlie watched a documentary on the 1st of May. The first person that watched a documentary was,2019-05-01,1st of May,Charlie
Brandon,2019-06-29,Martin,2019-06-15,Tyler,2019-06-28,Brandon cooked lasagna on the 29th of June. Martin cooked lasagna on the 15th of June. Tyler cooked lasagna on the 28th of June. The first person that cooked lasagna was,2019-06-15,15th of June,Martin
Henry,2019-05-14,Peter,2019-06-13,Bob,2019-06-20,Henry arrived in Canada on the 14th of May. Peter arrived in Canada on the 13th of June. Bob arrived in Canada on the 20th of June. The first person that arrived in Canada was,2019-05-14,14th of May,Henry
Scott,2019-06-08,Hope,2019-06-29,Hunter,2019-06-02,Scott donated clothes on the 8th of June. Hope donated clothes on the 29th of June. Hunter donated clothes on the 2nd of June. The first person that donated clothes was,2019-06-02,2nd of June,Hunter
Martin,2019-05-24,Neil,2019-05-03,Josh,2019-06-14,Martin alphabetized the bookshelf on the 24th of May. Neil alphabetized the bookshelf on the 3rd of May. Josh alphabetized the bookshelf on the 14th of June. The first person that alphabetized the bookshelf was,2019-05-03,3rd of May,Neil
Joy,2019-05-13,Maria,2019-06-03,Matt,2019-06-22,Joy compiled the spreadsheet on the 13th of May. Maria compiled the spreadsheet on the 3rd of June. Matt compiled the spreadsheet on the 22nd of June. The first person that compiled the spreadsheet was,2019-05-13,13th of May,Joy
Alice,2019-06-02,Charlie,2019-05-01,George,2019-06-07,Alice went to a Chinese restaurant on the 2nd of June. Charlie went to a Chinese restaurant on the 1st of May. George went to a Chinese restaurant on the 7th of June. The first person that went to a Chinese restaurant was,2019-05-01,1st of May,Charlie
Robert,2019-06-05,April,2019-06-01,Peter,2019-05-03,Robert bought a new car on the 5th of June. April bought a new car on the 1st of June. Peter bought a new car on the 3rd of May. The first person that bought a new car was,2019-05-03,3rd of May,Peter
Neil,2019-06-17,Andrew,2019-05-08,John,2019-06-20,Neil got a raise on the 17th of June. Andrew got a raise on the 8th of May. John got a raise on the 20th of June. The first person that got a raise was,2019-05-08,8th of May,Andrew
Connor,2019-05-06,Grant,2019-05-14,Marco,2019-06-07,Connor took a ferry on the 6th of May. Grant took a ferry on the 14th of May. Marco took a ferry on the 7th of June. The first person that took a ferry was,2019-05-06,6th of May,Connor
Andrew,2019-06-14,April,2019-05-20,Martin,2019-06-15,Andrew filled out the application on the 14th of June. April filled out the application on the 20th of May. Martin filled out the application on the 15th of June. The first person that filled out the application was,2019-05-20,20th of May,April
Matt,2019-05-06,Rachel,2019-05-13,Charlie,2019-05-01,Matt cleaned the shed on the 6th of May. Rachel cleaned the shed on the 13th of May. Charlie cleaned the shed on the 1st of May. The first person that cleaned the shed was,2019-05-01,1st of May,Charlie
John,2019-06-20,Brandon,2019-05-04,Neil,2019-05-03,John went to the zoo on the 20th of June. Brandon went to the zoo on the 4th of May. Neil went to the zoo on the 3rd of May. The first person that went to the zoo was,2019-05-03,3rd of May,Neil
Brandon,2019-05-04,Emily,2019-06-01,Marco,2019-06-08,Brandon sold their car on the 4th of May. Emily sold their car on the 1st of June. Marco sold their car on the 8th of June. The first person that sold their car was,2019-05-04,4th of May,Brandon
Andrew,2019-06-14,Mark,2019-06-01,Rose,2019-06-08,Andrew went to a French restaurant on the 14th of June. Mark went to a French restaurant on the 1st of June. Rose went to a French restaurant on the 8th of June. The first person that went to a French restaurant was,2019-06-01,1st of June,Mark
Luke,2019-05-20,Connor,2019-06-07,Josh,2019-06-25,Luke filled out the application on the 20th of May. Connor filled out the application on the 7th of June. Josh filled out the application on the 25th of June. The first person that filled out the application was,2019-05-20,20th of May,Luke
Joy,2019-05-05,Martin,2019-06-11,Dean,2019-05-23,Joy took a walk in the park on the 5th of May. Martin took a walk in the park on the 11th of June. Dean took a walk in the park on the 23rd of May. The first person that took a walk in the park was,2019-05-05,5th of May,Joy
Ryan,2019-06-05,Robert,2019-05-22,William,2019-05-01,Ryan went hiking on the 5th of June. Robert went hiking on the 22nd of May. William went hiking on the 1st of May. The first person that went hiking was,2019-05-01,1st of May,William
Ryan,2019-06-05,Dean,2019-05-27,Josh,2019-06-25,Ryan alphabetized the bookshelf on the 5th of June. Dean alphabetized the bookshelf on the 27th of May. Josh alphabetized the bookshelf on the 25th of June. The first person that alphabetized the bookshelf was,2019-05-27,27th of May,Dean
Walker,2019-06-13,Frank,2019-06-25,Richard,2019-06-09,Walker donated clothes on the 13th of June. Frank donated clothes on the 25th of June. Richard donated clothes on the 9th of June. The first person that donated clothes was,2019-06-09,9th of June,Richard
Emily,2019-05-01,Peter,2019-06-13,Joy,2019-05-18,Emily washed the car on the 1st of May. Peter washed the car on the 13th of June. Joy washed the car on the 18th of May. The first person that washed the car was,2019-05-01,1st of May,Emily
Andrew,2019-06-02,Tyler,2019-06-19,Jason,2019-05-08,Andrew cleaned the garage on the 2nd of June. Tyler cleaned the garage on the 19th of June. Jason cleaned the garage on the 8th of May. The first person that cleaned the garage was,2019-05-08,8th of May,Jason
Connor,2019-05-28,Steve,2019-06-22,Peter,2019-05-26,Connor took an exam on the 28th of May. Steve took an exam on the 22nd of June. Peter took an exam on the 26th of May. The first person that took an exam was,2019-05-26,26th of May,Peter
Tyler,2019-06-28,Charlie,2019-05-14,Luke,2019-05-20,Tyler washed the car on the 28th of June. Charlie washed the car on the 14th of May. Luke washed the car on the 20th of May. The first person that washed the car was,2019-05-14,14th of May,Charlie
Richard,2019-05-11,Neil,2019-06-17,Martin,2019-06-01,Richard got a haircut on the 11th of May. Neil got a haircut on the 17th of June. Martin got a haircut on the 1st of June. The first person that got a haircut was,2019-05-11,11th of May,Richard
William,2019-06-23,Tyler,2019-06-28,Joy,2019-05-05,William took an exam on the 23rd of June. Tyler took an exam on the 28th of June. Joy took an exam on the 5th of May. The first person that took an exam was,2019-05-05,5th of May,Joy
Alex,2019-05-21,Martin,2019-05-24,Peter,2019-05-26,Alex ironed the clothes on the 21st of May. Martin ironed the clothes on the 24th of May. Peter ironed the clothes on the 26th of May. The first person that ironed the clothes was,2019-05-21,21st of May,Alex
Brandon,2019-06-26,Rose,2019-05-14,William,2019-06-24,Brandon cleaned the attic on the 26th of June. Rose cleaned the attic on the 14th of May. William cleaned the attic on the 24th of June. The first person that cleaned the attic was,2019-05-14,14th of May,Rose
Joy,2019-05-13,Neil,2019-05-14,Tyler,2019-06-28,Joy took a ferry on the 13th of May. Neil took a ferry on the 14th of May. Tyler took a ferry on the 28th of June. The first person that took a ferry was,2019-05-13,13th of May,Joy
Matt,2019-05-06,Scott,2019-05-01,Rose,2019-05-17,Matt visited a new country on the 6th of May. Scott visited a new country on the 1st of May. Rose visited a new country on the 17th of May. The first person that visited a new country was,2019-05-01,1st of May,Scott
Ryan,2019-06-05,Peter,2019-05-26,Robert,2019-05-22,Ryan took an exam on the 5th of June. Peter took an exam on the 26th of May. Robert took an exam on the 22nd of May. The first person that took an exam was,2019-05-22,22nd of May,Robert
