name_1,period_length_1,period_str_1,name_2,period_length_2,period_str_2,name_3,period_length_3,period_str_3,context,period_type,correct_period_str,correct_period_length,correct_answer
Frank,10.0,three times a month,Matt,7.5,four times a month,Rose,28.0,every 4 weeks,Frank goes for a run three times a month. Matt goes for a run four times a month. Rose goes for a run every 4 weeks. The person who goes for a run more often is,weeks,four times a month,7.5,Matt
Martin,2190.0,every 6 years,Laura,1460.0,every 4 years,Joy,1095.0,every 3 years,Martin attends a festival every 6 years. Laura attends a festival every 4 years. Joy attends a festival every 3 years. The person who attends a festival more often is,years,every 3 years,1095.0,Joy
Ian,1.1666666666666667,six times a week,Brandon,5.0,every 5 days,Leon,3.0,every 3 days,Ian goes to the gym six times a week. Brandon goes to the gym every 5 days. Leon goes to the gym every 3 days. The person who goes to the gym more often is,days,six times a week,1.1666666666666667,Ian
Robert,150.0,every 5 months,Dallas,90.0,every 3 months,Bob,73.0,five times a year,Robert attends a concert every 5 months. Dallas attends a concert every 3 months. Bob attends a concert five times a year. The person who attends a concert more often is,months,five times a year,73.0,Bob
Kyle,365.0,every year,Mark,1460.0,every 4 years,William,1825.0,every 5 years,Kyle attends a conference every year. Mark attends a conference every 4 years. William attends a conference every 5 years. The person who attends a conference more often is,years,every year,365.0,Kyle
Hunter,60.0,every two months,Luke,150.0,every 5 months,John,182.5,twice a year,Hunter mows the lawn every two months. Luke mows the lawn every 5 months. John mows the lawn twice a year. The person who mows the lawn more often is,months,every two months,60.0,Hunter
Charlie,5.0,six times a month,William,7.5,four times a month,Josh,35.0,every 5 weeks,Charlie participates in the meditation group six times a month. William participates in the meditation group four times a month. Josh participates in the meditation group every 5 weeks. The person who participates in the meditation group more often is,weeks,six times a month,5.0,Charlie
Jason,5.0,six times a month,Scott,6.0,five times a month,April,21.0,every 3 weeks,Jason cleans the windows six times a month. Scott cleans the windows five times a month. April cleans the windows every 3 weeks. The person who cleans the windows more often is,weeks,six times a month,5.0,Jason
Kyle,6.0,five times a month,Ian,42.0,every 6 weeks,Max,10.0,three times a month,Kyle takes a language class five times a month. Ian takes a language class every 6 weeks. Max takes a language class three times a month. The person who takes a language class more often is,weeks,five times a month,6.0,Kyle
Alex,14.0,every other week,Connor,30.0,every month,Leon,7.5,four times a month,Alex takes out the trash every other week. Connor takes out the trash every month. Leon takes out the trash four times a month. The person who takes out the trash more often is,weeks,four times a month,7.5,Leon
Aaron,14.0,every other week,John,42.0,every 6 weeks,Joy,5.0,six times a month,Aaron attends a concert every other week. John attends a concert every 6 weeks. Joy attends a concert six times a month. The person who attends a concert more often is,weeks,six times a month,5.0,Joy
Joy,7.0,every week,Aaron,15.0,twice a month,Neil,28.0,every 4 weeks,Joy does the laundry every week. Aaron does the laundry twice a month. Neil does the laundry every 4 weeks. The person who does the laundry more often is,weeks,every week,7.0,Joy
Dean,2.0,every other day,Hunter,2.3333333333333335,three times a week,Scott,7.0,every week,Dean watches a movie every other day. Hunter watches a movie three times a week. Scott watches a movie every week. The person who watches a movie more often is,days,every other day,2.0,Dean
Mark,1.4,five times a week,Brandon,5.0,every 5 days,Jack,2.3333333333333335,three times a week,Mark goes shopping five times a week. Brandon goes shopping every 5 days. Jack goes shopping three times a week. The person who goes shopping more often is,days,five times a week,1.4,Mark
Joy,30.0,monthly,Mark,180.0,every 6 months,George,60.833333333333336,six times a year,Joy visits Italy monthly. Mark visits Italy every 6 months. George visits Italy six times a year. The person who visits Italy more often is,months,monthly,30.0,Joy
Kyle,3.5,twice a week,Leon,2.3333333333333335,three times a week,Scott,1.1666666666666667,six times a week,Kyle bakes a cake twice a week. Leon bakes a cake three times a week. Scott bakes a cake six times a week. The person who bakes a cake more often is,days,six times a week,1.1666666666666667,Scott
Jerry,121.66666666666667,three times a year,Brandon,60.0,every two months,Laura,60.833333333333336,six times a year,Jerry visits France three times a year. Brandon visits France every two months. Laura visits France six times a year. The person who visits France more often is,months,every two months,60.0,Brandon
Michael,73.0,five times a year,Grant,60.0,every other month,Peter,150.0,every 5 months,Michael goes hiking five times a year. Grant goes hiking every other month. Peter goes hiking every 5 months. The person who goes hiking more often is,months,every other month,60.0,Grant
Kyle,7.0,every week,Kevin,1.1666666666666667,six times a week,Aaron,3.5,twice a week,Kyle plays tennis every week. Kevin plays tennis six times a week. Aaron plays tennis twice a week. The person who plays tennis more often is,days,six times a week,1.1666666666666667,Kevin
Richard,60.833333333333336,six times a year,Bob,182.5,twice a year,Robert,91.25,four times a year,Richard goes to the dentist six times a year. Bob goes to the dentist twice a year. Robert goes to the dentist four times a year. The person who goes to the dentist more often is,months,six times a year,60.833333333333336,Richard
Kyle,6.0,every 6 days,Brandon,1.0,daily,Alice,1.4,five times a week,Kyle does the laundry every 6 days. Brandon does the laundry daily. Alice does the laundry five times a week. The person who does the laundry more often is,days,daily,1.0,Brandon
Jerry,30.0,every month,Aaron,7.0,every week,Hope,28.0,every 4 weeks,Jerry participates in the meditation group every month. Aaron participates in the meditation group every week. Hope participates in the meditation group every 4 weeks. The person who participates in the meditation group more often is,weeks,every week,7.0,Aaron
Blake,150.0,every 5 months,Dallas,60.0,every other month,April,60.833333333333336,six times a year,Blake donates to charity every 5 months. Dallas donates to charity every other month. April donates to charity six times a year. The person who donates to charity more often is,months,every other month,60.0,Dallas
Charlie,4.0,every 4 days,Ian,1.1666666666666667,six times a week,Max,1.75,four times a week,Charlie watches a movie every 4 days. Ian watches a movie six times a week. Max watches a movie four times a week. The person who watches a movie more often is,days,six times a week,1.1666666666666667,Ian
Joy,6.0,five times a month,Mark,10.0,three times a month,Hunter,5.0,six times a month,Joy refuels the car five times a month. Mark refuels the car three times a month. Hunter refuels the car six times a month. The person who refuels the car more often is,weeks,six times a month,5.0,Hunter
Alex,1.4,five times a week,Martin,1.1666666666666667,six times a week,Mark,1.0,every day,Alex goes for a run five times a week. Martin goes for a run six times a week. Mark goes for a run every day. The person who goes for a run more often is,days,every day,1.0,Mark
Emily,182.5,twice a year,George,120.0,every 4 months,Kyle,365.0,every year,Emily mows the lawn twice a year. George mows the lawn every 4 months. Kyle mows the lawn every year. The person who mows the lawn more often is,months,every 4 months,120.0,George
Jason,150.0,every 5 months,Frank,60.0,every other month,Maria,90.0,every 3 months,Jason goes to the dentist every 5 months. Frank goes to the dentist every other month. Maria goes to the dentist every 3 months. The person who goes to the dentist more often is,months,every other month,60.0,Frank
Kevin,180.0,every 6 months,Grant,60.833333333333336,six times a year,Kyle,30.0,monthly,Kevin goes to the dentist every 6 months. Grant goes to the dentist six times a year. Kyle goes to the dentist monthly. The person who goes to the dentist more often is,months,monthly,30.0,Kyle
Laura,14.0,every other week,Charlie,5.0,six times a month,Alice,21.0,every 3 weeks,Laura takes out the trash every other week. Charlie takes out the trash six times a month. Alice takes out the trash every 3 weeks. The person who takes out the trash more often is,weeks,six times a month,5.0,Charlie
Jerry,90.0,every 3 months,Laura,73.0,five times a year,Dean,60.0,every two months,Jerry visits their grandparents every 3 months. Laura visits their grandparents five times a year. Dean visits their grandparents every two months. The person who visits their grandparents more often is,months,every two months,60.0,Dean
John,1.0,daily,Peter,3.5,twice a week,Josh,2.0,every other day,John goes to the gym daily. Peter goes to the gym twice a week. Josh goes to the gym every other day. The person who goes to the gym more often is,days,daily,1.0,John
Neil,365.0,every year,Marco,73.0,five times a year,Josh,121.66666666666667,three times a year,Neil attends a festival every year. Marco attends a festival five times a year. Josh attends a festival three times a year. The person who attends a festival more often is,months,five times a year,73.0,Marco
George,30.0,monthly,Henry,180.0,every 6 months,Neil,60.833333333333336,six times a year,George watches a movie monthly. Henry watches a movie every 6 months. Neil watches a movie six times a year. The person who watches a movie more often is,months,monthly,30.0,George
Leon,1.75,four times a week,Kevin,3.5,twice a week,Mark,5.0,every 5 days,Leon walks the dog four times a week. Kevin walks the dog twice a week. Mark walks the dog every 5 days. The person who walks the dog more often is,days,four times a week,1.75,Leon
Walker,91.25,four times a year,Emily,120.0,every 4 months,Josh,121.66666666666667,three times a year,Walker visits Europe four times a year. Emily visits Europe every 4 months. Josh visits Europe three times a year. The person who visits Europe more often is,months,four times a year,91.25,Walker
