name_1,date_1,name_2,date_2,name_3,date_3,alternatives,context,correct_date,correct_month,correct_month_label,correct_answer
Blake,2019-06-16,Steve,2019-07-03,Tyler,2019-05-27,"['Blake', 'Steve', 'Tyler']",Blake went to a Mexican restaurant on the 16th of June. Steve went to a Mexican restaurant on the 3rd of July. Tyler went to a Mexican restaurant on the 27th of May. The only person that went to a Mexican restaurant in July is,2019-07-03,July,6,Steve
Grant,2019-06-01,Max,2019-03-07,Frank,2019-02-12,"['Grant', 'Max', 'Frank']",Grant planted a tree on the 1st of June. Max planted a tree on the 7th of March. Frank planted a tree on the 12th of February. The only person that planted a tree in February is,2019-02-12,February,1,Frank
Alice,2019-01-09,Frank,2019-07-17,William,2019-03-16,"['Alice', 'Frank', 'William']",Alice took a ferry on the 9th of January. Frank took a ferry on the 17th of July. William took a ferry on the 16th of March. The only person that took a ferry in March is,2019-03-16,March,2,William
Andrew,2019-12-30,Charlie,2019-06-30,Bob,2019-03-09,"['Andrew', 'Charlie', 'Bob']",Andrew washed the floors on the 30th of December. Charlie washed the floors on the 30th of June. Bob washed the floors on the 9th of March. The only person that washed the floors in March is,2019-03-09,March,2,Bob
Dean,2019-09-14,Max,2019-10-17,Rachel,2019-10-28,"['Dean', 'Max', 'Rachel']",Dean reorganized the closet on the 14th of September. Max reorganized the closet on the 17th of October. Rachel reorganized the closet on the 28th of October. The only person that reorganized the closet in September is,2019-09-14,September,8,Dean
Tyler,2019-07-18,Henry,2019-04-06,Peter,2019-04-21,"['Tyler', 'Henry', 'Peter']",Tyler arrived in France on the 18th of July. Henry arrived in France on the 6th of April. Peter arrived in France on the 21st of April. The only person that arrived in France in July is,2019-07-18,July,6,Tyler
Tyler,2019-11-21,Rose,2019-04-27,Bob,2019-05-12,"['Tyler', 'Rose', 'Bob']",Tyler cooked cheesecake on the 21st of November. Rose cooked cheesecake on the 27th of April. Bob cooked cheesecake on the 12th of May. The only person that cooked cheesecake in April is,2019-04-27,April,3,Rose
Henry,2019-04-21,Steve,2019-08-09,Alex,2019-09-25,"['Henry', 'Steve', 'Alex']",Henry went to a festival on the 21st of April. Steve went to a festival on the 9th of August. Alex went to a festival on the 25th of September. The only person that went to a festival in September is,2019-09-25,September,8,Alex
Matt,2019-11-25,Aaron,2019-11-16,Neil,2019-08-16,"['Matt', 'Aaron', 'Neil']",Matt went to the museum on the 25th of November. Aaron went to the museum on the 16th of November. Neil went to the museum on the 16th of August. The only person that went to the museum in August is,2019-08-16,August,7,Neil
Ian,2019-05-21,Jason,2019-07-31,Rose,2019-08-23,"['Ian', 'Jason', 'Rose']",Ian watched TV on the 21st of May. Jason watched TV on the 31st of July. Rose watched TV on the 23rd of August. The only person that watched TV in August is,2019-08-23,August,7,Rose
Steve,2019-07-03,Frank,2019-05-01,Fred,2019-08-29,"['Steve', 'Frank', 'Fred']",Steve went to the zoo on the 3rd of July. Frank went to the zoo on the 1st of May. Fred went to the zoo on the 29th of August. The only person that went to the zoo in August is,2019-08-29,August,7,Fred
Aaron,2019-12-16,Andrew,2019-05-18,George,2019-01-19,"['Aaron', 'Andrew', 'George']",Aaron got a raise on the 16th of December. Andrew got a raise on the 18th of May. George got a raise on the 19th of January. The only person that got a raise in May is,2019-05-18,May,4,Andrew
Robert,2019-05-01,Jerry,2019-06-12,Charlie,2019-02-28,"['Robert', 'Jerry', 'Charlie']",Robert washed the car on the 1st of May. Jerry washed the car on the 12th of June. Charlie washed the car on the 28th of February. The only person that washed the car in June is,2019-06-12,June,5,Jerry
Henry,2019-09-06,Neil,2019-12-30,Grant,2019-07-06,"['Henry', 'Neil', 'Grant']",Henry went to the beach on the 6th of September. Neil went to the beach on the 30th of December. Grant went to the beach on the 6th of July. The only person that went to the beach in September is,2019-09-06,September,8,Henry
Connor,2019-02-22,Martin,2019-01-21,Rachel,2019-03-14,"['Connor', 'Martin', 'Rachel']",Connor built a desktop computer on the 22nd of February. Martin built a desktop computer on the 21st of January. Rachel built a desktop computer on the 14th of March. The only person that built a desktop computer in February is,2019-02-22,February,1,Connor
April,2019-09-27,Dean,2019-07-12,Alex,2019-02-11,"['April', 'Dean', 'Alex']",April passed an exam on the 27th of September. Dean passed an exam on the 12th of July. Alex passed an exam on the 11th of February. The only person that passed an exam in February is,2019-02-11,February,1,Alex
Leon,2019-07-05,Josh,2019-12-20,Rose,2019-08-27,"['Leon', 'Josh', 'Rose']",Leon attended a funeral on the 5th of July. Josh attended a funeral on the 20th of December. Rose attended a funeral on the 27th of August. The only person that attended a funeral in July is,2019-07-05,July,6,Leon
Grant,2019-09-27,Jason,2019-02-28,Rachel,2019-06-01,"['Grant', 'Jason', 'Rachel']",Grant repotted the plants on the 27th of September. Jason repotted the plants on the 28th of February. Rachel repotted the plants on the 1st of June. The only person that repotted the plants in June is,2019-06-01,June,5,Rachel
Tyler,2019-03-26,Kyle,2019-10-27,Grant,2019-07-29,"['Tyler', 'Kyle', 'Grant']",Tyler arrived in the US on the 26th of March. Kyle arrived in the US on the 27th of October. Grant arrived in the US on the 29th of July. The only person that arrived in the US in March is,2019-03-26,March,2,Tyler
Mark,2019-03-13,Richard,2019-04-25,Laura,2019-01-24,"['Mark', 'Richard', 'Laura']",Mark threw a party on the 13th of March. Richard threw a party on the 25th of April. Laura threw a party on the 24th of January. The only person that threw a party in March is,2019-03-13,March,2,Mark
Andrew,2019-09-17,Fred,2019-12-27,Emily,2019-09-20,"['Andrew', 'Fred', 'Emily']",Andrew took a ferry on the 17th of September. Fred took a ferry on the 27th of December. Emily took a ferry on the 20th of September. The only person that took a ferry in December is,2019-12-27,December,11,Fred
Dean,2019-04-10,Leon,2019-08-26,Matt,2019-11-23,"['Dean', 'Leon', 'Matt']",Dean went camping on the 10th of April. Leon went camping on the 26th of August. Matt went camping on the 23rd of November. The only person that went camping in November is,2019-11-23,November,10,Matt
Laura,2019-01-06,Tyler,2019-02-19,Jerry,2019-07-26,"['Laura', 'Tyler', 'Jerry']",Laura returned from vacation on the 6th of January. Tyler returned from vacation on the 19th of February. Jerry returned from vacation on the 26th of July. The only person that returned from vacation in January is,2019-01-06,January,0,Laura
Dallas,2019-03-17,Matt,2019-06-22,Brandon,2019-01-03,"['Dallas', 'Matt', 'Brandon']",Dallas took a boat on the 17th of March. Matt took a boat on the 22nd of June. Brandon took a boat on the 3rd of January. The only person that took a boat in March is,2019-03-17,March,2,Dallas
Henry,2019-04-21,Neil,2019-10-07,Andrew,2019-09-17,"['Henry', 'Neil', 'Andrew']",Henry arrived in the UK on the 21st of April. Neil arrived in the UK on the 7th of October. Andrew arrived in the UK on the 17th of September. The only person that arrived in the UK in September is,2019-09-17,September,8,Andrew
Josh,2019-08-16,Neil,2019-12-30,Emily,2019-02-20,"['Josh', 'Neil', 'Emily']",Josh cleaned the windows on the 16th of August. Neil cleaned the windows on the 30th of December. Emily cleaned the windows on the 20th of February. The only person that cleaned the windows in August is,2019-08-16,August,7,Josh
Tyler,2019-03-26,Bob,2019-08-22,Hope,2019-04-06,"['Tyler', 'Bob', 'Hope']",Tyler participated in a triathlon on the 26th of March. Bob participated in a triathlon on the 22nd of August. Hope participated in a triathlon on the 6th of April. The only person that participated in a triathlon in August is,2019-08-22,August,7,Bob
Connor,2019-01-29,Rachel,2019-12-08,Leon,2019-06-02,"['Connor', 'Rachel', 'Leon']",Connor arrived in Germany on the 29th of January. Rachel arrived in Germany on the 8th of December. Leon arrived in Germany on the 2nd of June. The only person that arrived in Germany in January is,2019-01-29,January,0,Connor
Brandon,2019-11-14,John,2019-08-13,Scott,2019-05-23,"['Brandon', 'John', 'Scott']",Brandon passed an exam on the 14th of November. John passed an exam on the 13th of August. Scott passed an exam on the 23rd of May. The only person that passed an exam in May is,2019-05-23,May,4,Scott
Frank,2019-09-12,Emily,2019-08-12,Martin,2019-08-23,"['Frank', 'Emily', 'Martin']",Frank arrived in France on the 12th of September. Emily arrived in France on the 12th of August. Martin arrived in France on the 23rd of August. The only person that arrived in France in September is,2019-09-12,September,8,Frank
Connor,2019-02-24,Luke,2019-07-05,Emily,2019-11-06,"['Connor', 'Luke', 'Emily']",Connor went to a Thai restaurant on the 24th of February. Luke went to a Thai restaurant on the 5th of July. Emily went to a Thai restaurant on the 6th of November. The only person that went to a Thai restaurant in November is,2019-11-06,November,10,Emily
Leon,2019-06-02,Alice,2019-12-25,Alex,2019-02-11,"['Leon', 'Alice', 'Alex']",Leon ironed the clothes on the 2nd of June. Alice ironed the clothes on the 25th of December. Alex ironed the clothes on the 11th of February. The only person that ironed the clothes in December is,2019-12-25,December,11,Alice
Rachel,2019-10-05,Rose,2019-03-25,Jason,2019-07-26,"['Rachel', 'Rose', 'Jason']",Rachel cooked cheesecake on the 5th of October. Rose cooked cheesecake on the 25th of March. Jason cooked cheesecake on the 26th of July. The only person that cooked cheesecake in July is,2019-07-26,July,6,Jason
Kyle,2019-10-08,Laura,2019-10-07,Frank,2019-02-04,"['Kyle', 'Laura', 'Frank']",Kyle visited a new city on the 8th of October. Laura visited a new city on the 7th of October. Frank visited a new city on the 4th of February. The only person that visited a new city in February is,2019-02-04,February,1,Frank
Max,2019-10-17,Michael,2019-05-27,Luke,2019-10-25,"['Max', 'Michael', 'Luke']",Max went to a concert on the 17th of October. Michael went to a concert on the 27th of May. Luke went to a concert on the 25th of October. The only person that went to a concert in May is,2019-05-27,May,4,Michael
Maria,2019-07-12,Rachel,2019-10-05,Kevin,2019-12-21,"['Maria', 'Rachel', 'Kevin']",Maria painted a portrait on the 12th of July. Rachel painted a portrait on the 5th of October. Kevin painted a portrait on the 21st of December. The only person that painted a portrait in October is,2019-10-05,October,9,Rachel
Robert,2019-07-15,Matt,2019-08-06,Rose,2019-06-18,"['Robert', 'Matt', 'Rose']",Robert took a boat on the 15th of July. Matt took a boat on the 6th of August. Rose took a boat on the 18th of June. The only person that took a boat in July is,2019-07-15,July,6,Robert
Martin,2019-03-08,Andrew,2019-05-27,Charlie,2019-06-12,"['Martin', 'Andrew', 'Charlie']",Martin renovated the bathroom on the 8th of March. Andrew renovated the bathroom on the 27th of May. Charlie renovated the bathroom on the 12th of June. The only person that renovated the bathroom in June is,2019-06-12,June,5,Charlie
Kevin,2019-09-23,George,2019-01-23,Mark,2019-02-18,"['Kevin', 'George', 'Mark']",Kevin renovated the bathroom on the 23rd of September. George renovated the bathroom on the 23rd of January. Mark renovated the bathroom on the 18th of February. The only person that renovated the bathroom in September is,2019-09-23,September,8,Kevin
Richard,2019-09-17,Marco,2019-11-16,Kevin,2019-09-16,"['Richard', 'Marco', 'Kevin']",Richard cleaned the windows on the 17th of September. Marco cleaned the windows on the 16th of November. Kevin cleaned the windows on the 16th of September. The only person that cleaned the windows in November is,2019-11-16,November,10,Marco
Ryan,2019-12-02,Luke,2019-11-02,Scott,2019-03-02,"['Ryan', 'Luke', 'Scott']",Ryan won a prize on the 2nd of December. Luke won a prize on the 2nd of November. Scott won a prize on the 2nd of March. The only person that won a prize in November is,2019-11-02,November,10,Luke
Luke,2019-07-05,Matt,2019-10-29,Dean,2019-09-14,"['Luke', 'Matt', 'Dean']",Luke harvested a garden on the 5th of July. Matt harvested a garden on the 29th of October. Dean harvested a garden on the 14th of September. The only person that harvested a garden in October is,2019-10-29,October,9,Matt
Brandon,2019-05-03,Josh,2019-12-20,Max,2019-02-03,"['Brandon', 'Josh', 'Max']",Brandon repotted the plants on the 3rd of May. Josh repotted the plants on the 20th of December. Max repotted the plants on the 3rd of February. The only person that repotted the plants in December is,2019-12-20,December,11,Josh
Frank,2019-04-10,Alice,2019-07-27,Dean,2019-05-09,"['Frank', 'Alice', 'Dean']",Frank received a promotion on the 10th of April. Alice received a promotion on the 27th of July. Dean received a promotion on the 9th of May. The only person that received a promotion in April is,2019-04-10,April,3,Frank
Andrew,2019-03-01,Aaron,2019-11-06,Blake,2019-12-15,"['Andrew', 'Aaron', 'Blake']",Andrew had a barbecue on the 1st of March. Aaron had a barbecue on the 6th of November. Blake had a barbecue on the 15th of December. The only person that had a barbecue in December is,2019-12-15,December,11,Blake
Ian,2019-03-05,Hunter,2019-05-19,William,2019-08-30,"['Ian', 'Hunter', 'William']",Ian went to a festival on the 5th of March. Hunter went to a festival on the 19th of May. William went to a festival on the 30th of August. The only person that went to a festival in March is,2019-03-05,March,2,Ian
