name_1,time_1,name_2,time_2,name_3,time_3,context,alternatives,correct_time,correct_time_expr,correct_answer,correct_phase,correct_phase_og,correct_phase_label,correct_phase_og_label,time_idx_start,time_idx_end
Blake,19:00:00,William,16:00:00,Walker,03:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Blake drinks water at 19:00. William drinks water at 16:00. Walker drinks water at 3:00. The only person that drinks water in the morning is","['Blake', 'William', 'Walker']",19:00:00,19:00,Blake,morning,evening,1,3,112,117
Alex,05:00:00,Marco,17:00:00,Matt,20:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Alex loads the laundry at 5:00. Marco loads the laundry at 17:00. Matt loads the laundry at 20:30. The only person that loads the laundry in the evening is","['Alex', 'Marco', 'Matt']",05:00:00,5:00,Alex,evening,night,3,0,116,120
Kevin,17:45:00,Dallas,21:15:00,Blake,10:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Kevin wakes up at 17:45. Dallas wakes up at 21:15. Blake wakes up at 10:45. The only person that wakes up in the night is","['Kevin', 'Dallas', 'Blake']",10:45:00,10:45,Blake,night,morning,0,1,159,164
Charlie,20:00:00,Jerry,08:15:00,Max,08:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Charlie reads a novel at 20:00. Jerry reads a novel at 8:15. Max reads a novel at 8:45. The only person that reads a novel in the morning is","['Charlie', 'Jerry', 'Max']",20:00:00,20:00,Charlie,morning,evening,1,3,115,120
Jerry,22:15:00,Hunter,22:45:00,Fred,21:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Jerry prepares food at 22:15. Hunter prepares food at 22:45. Fred prepares food at 21:15. The only person that prepares food in the afternoon is","['Jerry', 'Hunter', 'Fred']",22:45:00,22:45,Hunter,afternoon,evening,2,3,144,149
Alex,05:00:00,Blake,21:45:00,Marco,22:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Alex does stretching at 5:00. Blake does stretching at 21:45. Marco does stretching at 22:15. The only person that does stretching in the evening is","['Alex', 'Blake', 'Marco']",05:00:00,5:00,Alex,evening,night,3,0,114,118
Hunter,12:30:00,Charlie,04:00:00,Rose,20:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Hunter meditates at 12:30. Charlie meditates at 4:00. Rose meditates at 20:45. The only person that meditates in the night is","['Hunter', 'Charlie', 'Rose']",12:30:00,12:30,Hunter,night,afternoon,0,2,110,115
Fred,07:45:00,Luke,23:30:00,Jerry,03:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Fred prepares food at 7:45. Luke prepares food at 23:30. Jerry prepares food at 3:30. The only person that prepares food in the evening is","['Fred', 'Luke', 'Jerry']",07:45:00,7:45,Fred,evening,morning,3,1,112,116
Frank,06:15:00,William,14:15:00,Alice,16:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Frank leaves for work at 6:15. William leaves for work at 14:15. Alice leaves for work at 16:00. The only person that leaves for work in the evening is","['Frank', 'William', 'Alice']",06:15:00,6:15,Frank,evening,morning,3,1,115,119
Brandon,02:30:00,Max,13:15:00,Aaron,14:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Brandon prepares for bed at 2:30. Max prepares for bed at 13:15. Aaron prepares for bed at 14:15. The only person that prepares for bed in the afternoon is","['Brandon', 'Max', 'Aaron']",02:30:00,2:30,Brandon,afternoon,night,2,0,118,122
William,14:15:00,Emily,09:00:00,Martin,04:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. William sends some emails at 14:15. Emily sends some emails at 9:00. Martin sends some emails at 4:30. The only person that sends some emails in the evening is","['William', 'Emily', 'Martin']",04:30:00,4:30,Martin,evening,night,3,0,187,191
Ryan,11:45:00,Hope,10:15:00,Fred,00:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Ryan watches TV at 11:45. Hope watches TV at 10:15. Fred watches TV at 00:30. The only person that watches TV in the afternoon is","['Ryan', 'Hope', 'Fred']",00:30:00,0:30,Fred,afternoon,night,2,0,162,166
William,12:45:00,Max,22:00:00,Ian,03:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. William watches a movie at 12:45. Max watches a movie at 22:00. Ian watches a movie at 3:15. The only person that watches a movie in the night is","['William', 'Max', 'Ian']",12:45:00,12:45,William,night,afternoon,0,2,117,122
Brandon,05:45:00,Bob,19:45:00,Martin,05:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Brandon naps at 5:45. Bob naps at 19:45. Martin naps at 5:15. The only person that naps in the morning is","['Brandon', 'Bob', 'Martin']",19:45:00,19:45,Bob,morning,evening,1,3,124,129
Maria,04:00:00,Aaron,01:30:00,Jack,07:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Maria checks the stock market at 4:00. Aaron checks the stock market at 1:30. Jack checks the stock market at 7:45. The only person that checks the stock market in the afternoon is","['Maria', 'Aaron', 'Jack']",01:30:00,1:30,Aaron,afternoon,night,2,0,162,166
Peter,01:00:00,Marco,17:00:00,William,09:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Peter makes a phone call at 1:00. Marco makes a phone call at 17:00. William makes a phone call at 9:00. The only person that makes a phone call in the afternoon is","['Peter', 'Marco', 'William']",01:00:00,1:00,Peter,afternoon,night,2,0,118,122
Ian,18:45:00,Martin,14:15:00,Frank,16:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Ian naps at 18:45. Martin naps at 14:15. Frank naps at 16:15. The only person that naps in the morning is","['Ian', 'Martin', 'Frank']",18:45:00,18:45,Ian,morning,evening,1,3,102,107
Martin,17:45:00,George,22:00:00,Max,15:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Martin takes a break at 17:45. George takes a break at 22:00. Max takes a break at 15:45. The only person that takes a break in the night is","['Martin', 'George', 'Max']",15:45:00,15:45,Max,night,afternoon,0,2,173,178
Kyle,08:00:00,Maria,08:30:00,Mark,18:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Kyle uses the phone at 8:00. Maria uses the phone at 8:30. Mark uses the phone at 18:00. The only person that uses the phone in the morning is","['Kyle', 'Maria', 'Mark']",18:00:00,18:00,Mark,morning,evening,1,3,172,177
Blake,18:45:00,Richard,02:15:00,Brandon,05:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Blake drinks tea at 18:45. Richard drinks tea at 2:15. Brandon drinks tea at 5:45. The only person that drinks tea in the morning is","['Blake', 'Richard', 'Brandon']",18:45:00,18:45,Blake,morning,evening,1,3,110,115
Marco,12:45:00,Martin,03:45:00,Michael,03:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Marco reads the mail at 12:45. Martin reads the mail at 3:45. Michael reads the mail at 3:00. The only person that reads the mail in the night is","['Marco', 'Martin', 'Michael']",12:45:00,12:45,Marco,night,afternoon,0,2,114,119
Charlie,03:15:00,Rose,13:45:00,Rachel,20:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Charlie prepares food at 3:15. Rose prepares food at 13:45. Rachel prepares food at 20:15. The only person that prepares food in the afternoon is","['Charlie', 'Rose', 'Rachel']",03:15:00,3:15,Charlie,afternoon,night,2,0,115,119
Andrew,18:15:00,Fred,00:30:00,April,14:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Andrew meditates at 18:15. Fred meditates at 00:30. April meditates at 14:30. The only person that meditates in the morning is","['Andrew', 'Fred', 'April']",18:15:00,18:15,Andrew,morning,evening,1,3,110,115
Dean,23:00:00,Ian,03:00:00,Connor,08:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Dean checks the news at 23:00. Ian checks the news at 3:00. Connor checks the news at 8:45. The only person that checks the news in the evening is","['Dean', 'Ian', 'Connor']",08:45:00,8:45,Connor,evening,morning,3,1,176,180
Peter,01:15:00,Leon,19:45:00,Laura,13:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Peter plays a musical instrument at 1:15. Leon plays a musical instrument at 19:45. Laura plays a musical instrument at 13:15. The only person that plays a musical instrument in the afternoon is","['Peter', 'Leon', 'Laura']",01:15:00,1:15,Peter,afternoon,night,2,0,126,130
Kevin,12:30:00,Leon,20:15:00,Robert,18:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Kevin prepares for bed at 12:30. Leon prepares for bed at 20:15. Robert prepares for bed at 18:45. The only person that prepares for bed in the night is","['Kevin', 'Leon', 'Robert']",12:30:00,12:30,Kevin,night,afternoon,0,2,116,121
Dean,20:30:00,Max,16:45:00,Hunter,19:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Dean plays video games at 20:30. Max plays video games at 16:45. Hunter plays video games at 19:30. The only person that plays video games in the night is","['Dean', 'Max', 'Hunter']",16:45:00,16:45,Max,night,afternoon,0,2,148,153
Hope,11:15:00,Henry,13:15:00,Mark,20:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Hope eats a meal at 11:15. Henry eats a meal at 13:15. Mark eats a meal at 20:15. The only person that eats a meal in the morning is","['Hope', 'Henry', 'Mark']",20:15:00,20:15,Mark,morning,evening,1,3,165,170
Jerry,16:15:00,Maria,01:45:00,Max,03:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Jerry prints some documents at 16:15. Maria prints some documents at 1:45. Max prints some documents at 3:45. The only person that prints some documents in the night is","['Jerry', 'Maria', 'Max']",16:15:00,16:15,Jerry,night,afternoon,0,2,121,126
Neil,16:00:00,Dallas,18:30:00,Rachel,23:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Neil goes for a run at 16:00. Dallas goes for a run at 18:30. Rachel goes for a run at 23:30. The only person that goes for a run in the night is","['Neil', 'Dallas', 'Rachel']",16:00:00,16:00,Neil,night,afternoon,0,2,113,118
Dean,03:30:00,Blake,05:45:00,Luke,22:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Dean listens to a podcast at 3:30. Blake listens to a podcast at 5:45. Luke listens to a podcast at 22:30. The only person that listens to a podcast in the evening is","['Dean', 'Blake', 'Luke']",05:45:00,5:45,Blake,evening,night,3,0,155,159
Jack,14:45:00,Tyler,19:45:00,Hope,16:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Jack calls a friend at 14:45. Tyler calls a friend at 19:45. Hope calls a friend at 16:45. The only person that calls a friend in the morning is","['Jack', 'Tyler', 'Hope']",19:45:00,19:45,Tyler,morning,evening,1,3,144,149
April,05:15:00,Richard,23:30:00,Jack,12:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. April checks the stock market at 5:15. Richard checks the stock market at 23:30. Jack checks the stock market at 12:00. The only person that checks the stock market in the evening is","['April', 'Richard', 'Jack']",05:15:00,5:15,April,evening,night,3,0,123,127
Dallas,07:00:00,Grant,21:30:00,Peter,17:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Dallas exercises at 7:00. Grant exercises at 21:30. Peter exercises at 17:30. The only person that exercises in the evening is","['Dallas', 'Grant', 'Peter']",07:00:00,7:00,Dallas,evening,morning,3,1,73,77
Matt,20:00:00,Tyler,19:30:00,Ian,03:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Matt prepares food at 20:00. Tyler prepares food at 19:30. Ian prepares food at 3:00. The only person that prepares food in the afternoon is","['Matt', 'Tyler', 'Ian']",03:00:00,3:00,Ian,afternoon,night,2,0,170,174
Luke,21:00:00,Dean,10:15:00,Mark,05:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Luke prepares for work at 21:00. Dean prepares for work at 10:15. Mark prepares for work at 5:45. The only person that prepares for work in the morning is","['Luke', 'Dean', 'Mark']",21:00:00,21:00,Luke,morning,evening,1,3,116,121
Josh,22:15:00,Jack,14:45:00,Leon,21:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Josh uses the computer at 22:15. Jack uses the computer at 14:45. Leon uses the computer at 21:45. The only person that uses the computer in the night is","['Josh', 'Jack', 'Leon']",14:45:00,14:45,Jack,night,afternoon,0,2,149,154
Marco,21:15:00,Scott,09:30:00,Maria,17:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Marco watches the news at 21:15. Scott watches the news at 9:30. Maria watches the news at 17:00. The only person that watches the news in the night is","['Marco', 'Scott', 'Maria']",09:30:00,9:30,Scott,night,morning,0,1,149,153
Ian,18:30:00,Leon,05:45:00,Max,04:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Ian eats a meal at 18:30. Leon eats a meal at 5:45. Max eats a meal at 4:45. The only person that eats a meal in the morning is","['Ian', 'Leon', 'Max']",18:30:00,18:30,Ian,morning,evening,1,3,109,114
Walker,03:15:00,Dean,06:45:00,Rachel,16:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Walker makes a phone call at 3:15. Dean makes a phone call at 6:45. Rachel makes a phone call at 16:15. The only person that makes a phone call in the afternoon is","['Walker', 'Dean', 'Rachel']",03:15:00,3:15,Walker,afternoon,night,2,0,119,123
Marco,20:00:00,Brandon,02:30:00,William,15:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Marco drinks water at 20:00. Brandon drinks water at 2:30. William drinks water at 15:00. The only person that drinks water in the morning is","['Marco', 'Brandon', 'William']",20:00:00,20:00,Marco,morning,evening,1,3,112,117
