name_1,date_1,duration_str_1,name_2,date_2,duration_str_2,name_3,date_3,duration_str_3,context,duration_type,correct_date,correct_date_expr,correct_end_date,correct_duration,correct_duration_str,correct_duration_length,correct_month,correct_answer
Henry,2019-10-21,10 days,Brandon,2019-10-14,21 days,Maria,2019-10-12,1 week,"Henry is starting a hiking expedition on the 21st of October, which will last for 10 days. Brandon is starting a hiking expedition on the 14th of October, which will last for 21 days. Maria is starting a hiking expedition on the 12th of October, which will last for 1 week. The person whose expedition ends first is",weeks,2019-10-12,the 12th of October,2019-10-19,7 days,1 week,7,October,Maria
Laura,2019-09-28,4 years,Dallas,2019-09-02,2 years,Aaron,2019-10-27,2 years,"Laura begins their employment contract on the 28th of September, with a term of 4 years. Dallas begins their employment contract on the 2nd of September, with a term of 2 years. Aaron begins their employment contract on the 27th of October, with a term of 2 years. The person whose employment contract ends first is",years,2019-09-02,the 2nd of September,2021-09-01,730 days,2 years,730,September,Dallas
Jack,2019-09-01,21 days,Emily,2019-09-03,7 days,Alex,2019-09-21,30 days,"Jack is starting a hiking expedition on the 1st of September, which will last for 21 days. Emily is starting a hiking expedition on the 3rd of September, which will last for 7 days. Alex is starting a hiking expedition on the 21st of September, which will last for 30 days. The person whose expedition ends first is",weeks,2019-09-03,the 3rd of September,2019-09-10,7 days,7 days,7,September,Emily
Michael,2019-09-11,2 weeks,Henry,2019-10-21,10 days,Rachel,2019-10-04,2 weeks,Michael is going camping on the 11th of September and will be out for 2 weeks. Henry is going camping on the 21st of October and will be out for 10 days. Rachel is going camping on the 4th of October and will be out for 2 weeks. The person whose camping ends first is,weeks,2019-09-11,the 11th of September,2019-09-25,14 days,2 weeks,14,September,Michael
William,2019-10-21,4 weeks,Max,2019-10-31,4 weeks,John,2019-09-28,21 days,"William is beginning a sailing trip on the 21st of October, lasting roughly 4 weeks. Max is beginning a sailing trip on the 31st of October, lasting roughly 4 weeks. John is beginning a sailing trip on the 28th of September, lasting roughly 21 days. The person whose sailing trip ends first is",weeks,2019-09-28,the 28th of September,2019-10-19,21 days,21 days,21,September,John
Jack,2019-10-21,8 months,Charlie,2019-10-24,1 month,Walker,2019-09-22,8 weeks,"Jack starts a data science course on the 21st of October, continuing for 8 months. Charlie starts a data science course on the 24th of October, continuing for 1 month. Walker starts a data science course on the 22nd of September, continuing for 8 weeks. The person whose data science course ends first is",months,2019-09-22,the 22nd of September,2019-11-17,56 days,8 weeks,56,September,Walker
Aaron,2019-10-27,2 years,Peter,2019-09-07,12 months,Alice,2019-09-21,4 years,Aaron is beginning a writing project on the 27th of October and will be working on it for 2 years. Peter is beginning a writing project on the 7th of September and will be working on it for 12 months. Alice is beginning a writing project on the 21st of September and will be working on it for 4 years. The person whose writing project ends first is,years,2019-09-07,the 7th of September,2020-09-01,360 days,12 months,360,September,Peter
Hope,2019-10-12,3 weeks,Joy,2019-10-02,21 days,Jason,2019-10-21,25 days,Hope's music tour starts on the 12th of October and lasts for 3 weeks. Joy's music tour starts on the 2nd of October and lasts for 21 days. Jason's music tour starts on the 21st of October and lasts for 25 days. The person whose music tour ends first is,weeks,2019-10-02,the 2nd of October,2019-10-23,21 days,21 days,21,October,Joy
Michael,2019-09-27,21 days,Richard,2019-10-05,3 weeks,Kevin,2019-10-09,10 days,Michael's intensive course starts on the 27th of September and lasts for 21 days. Richard's intensive course starts on the 5th of October and lasts for 3 weeks. Kevin's intensive course starts on the 9th of October and lasts for 10 days. The person whose intensive course ends first is,weeks,2019-09-27,the 27th of September,2019-10-18,21 days,21 days,21,September,Michael
George,2019-09-16,10 days,Michael,2019-09-07,4 weeks,John,2019-09-25,2 weeks,George's music tour starts on the 16th of September and lasts for 10 days. Michael's music tour starts on the 7th of September and lasts for 4 weeks. John's music tour starts on the 25th of September and lasts for 2 weeks. The person whose music tour ends first is,weeks,2019-09-16,the 16th of September,2019-09-26,10 days,10 days,10,September,George
Luke,2019-09-30,4 weeks,Ryan,2019-09-29,25 days,Hunter,2019-09-19,30 days,Luke is leaving for a business trip on the 30th of September and will be gone for 4 weeks. Ryan is leaving for a business trip on the 29th of September and will be gone for 25 days. Hunter is leaving for a business trip on the 19th of September and will be gone for 30 days. The person whose business trip ends first is,weeks,2019-09-19,the 19th of September,2019-10-19,30 days,30 days,30,September,Hunter
Dallas,2019-10-29,21 days,Steve,2019-10-07,1 week,Leon,2019-10-14,10 days,Dallas leaves for a retreat on the 29th of October and will be away for 21 days. Steve leaves for a retreat on the 7th of October and will be away for 1 week. Leon leaves for a retreat on the 14th of October and will be away for 10 days. The person whose retreat ends first is,weeks,2019-10-07,the 7th of October,2019-10-14,7 days,1 week,7,October,Steve
Rachel,2019-10-04,2 weeks,William,2019-10-21,4 weeks,Neil,2019-10-26,10 days,Rachel's subscription starts on the 4th of October and lasts for 2 weeks. William's subscription starts on the 21st of October and lasts for 4 weeks. Neil's subscription starts on the 26th of October and lasts for 10 days. The person whose subscription ends first is,weeks,2019-10-04,the 4th of October,2019-10-18,14 days,2 weeks,14,October,Rachel
Alex,2019-10-05,4 years,Leon,2019-10-11,2 years,Neil,2019-10-10,4 years,"Alex begins their employment contract on the 5th of October, with a term of 4 years. Leon begins their employment contract on the 11th of October, with a term of 2 years. Neil begins their employment contract on the 10th of October, with a term of 4 years. The person whose employment contract ends first is",years,2019-10-11,the 11th of October,2021-10-10,730 days,2 years,730,October,Leon
Connor,2019-10-13,3 years,George,2019-10-01,1 year,Ryan,2019-10-23,36 months,Connor's residency begins on the 13th of October and goes on for 3 years. George's residency begins on the 1st of October and goes on for 1 year. Ryan's residency begins on the 23rd of October and goes on for 36 months. The person whose residency ends first is,years,2019-10-01,the 1st of October,2020-09-30,365 days,1 year,365,October,George
Ryan,2019-09-29,25 days,Richard,2019-10-05,3 weeks,Neil,2019-10-28,4 weeks,Ryan is leaving for a business trip on the 29th of September and will be gone for 25 days. Richard is leaving for a business trip on the 5th of October and will be gone for 3 weeks. Neil is leaving for a business trip on the 28th of October and will be gone for 4 weeks. The person whose business trip ends first is,weeks,2019-09-29,the 29th of September,2019-10-24,25 days,25 days,25,September,Ryan
Max,2019-10-31,4 weeks,Mark,2019-10-05,4 weeks,Jerry,2019-09-11,10 days,Max is starting a volunteer program on the 31st of October and will be active for 4 weeks. Mark is starting a volunteer program on the 5th of October and will be active for 4 weeks. Jerry is starting a volunteer program on the 11th of September and will be active for 10 days. The person whose volunteer program ends first is,weeks,2019-09-11,the 11th of September,2019-09-21,10 days,10 days,10,September,Jerry
Alex,2019-09-21,30 days,Fred,2019-10-07,2 weeks,Dallas,2019-09-17,3 weeks,Alex's subscription starts on the 21st of September and lasts for 30 days. Fred's subscription starts on the 7th of October and lasts for 2 weeks. Dallas's subscription starts on the 17th of September and lasts for 3 weeks. The person whose subscription ends first is,weeks,2019-09-17,the 17th of September,2019-10-08,21 days,3 weeks,21,September,Dallas
Aaron,2019-10-27,2 years,Neil,2019-10-10,4 years,Scott,2019-10-26,36 months,Aaron is starting a language course on the 27th of October and will last for 2 years. Neil is starting a language course on the 10th of October and will last for 4 years. Scott is starting a language course on the 26th of October and will last for 36 months. The person whose language course ends first is,years,2019-10-27,the 27th of October,2021-10-26,730 days,2 years,730,October,Aaron
John,2019-10-22,8 weeks,William,2019-09-20,6 weeks,Bob,2019-09-19,2 months,"John is beginning a sailing trip on the 22nd of October, lasting roughly 8 weeks. William is beginning a sailing trip on the 20th of September, lasting roughly 6 weeks. Bob is beginning a sailing trip on the 19th of September, lasting roughly 2 months. The person whose sailing trip ends first is",months,2019-09-20,the 20th of September,2019-11-01,42 days,6 weeks,42,September,William
Andrew,2019-09-06,6 months,Bob,2019-09-16,1 month,Grant,2019-10-11,6 months,"Andrew starts a sabbatical on the 6th of September, which will continue for the next 6 months. Bob starts a sabbatical on the 16th of September, which will continue for the next 1 month. Grant starts a sabbatical on the 11th of October, which will continue for the next 6 months. The person whose sabbatical ends first is",months,2019-09-16,the 16th of September,2019-10-16,30 days,1 month,30,September,Bob
Andrew,2019-10-20,10 days,Dallas,2019-10-10,7 days,Emily,2019-09-11,9 days,"Andrew is beginning a short course on the 20th of October, running over 10 days. Dallas is beginning a short course on the 10th of October, running over 7 days. Emily is beginning a short course on the 11th of September, running over 9 days. The person whose course ends first is",days,2019-09-11,the 11th of September,2019-09-20,9 days,9 days,9,September,Emily
Scott,2019-09-30,9 days,Leon,2019-10-03,1 day,Blake,2019-10-22,7 days,Scott leaves for a retreat on the 30th of September and will be away for 9 days. Leon leaves for a retreat on the 3rd of October and will be away for 1 day. Blake leaves for a retreat on the 22nd of October and will be away for 7 days. The person whose retreat ends first is,days,2019-10-03,the 3rd of October,2019-10-04,1 days,1 day,1,October,Leon
Laura,2019-10-05,24 months,George,2019-10-01,1 year,Scott,2019-10-26,36 months,"Laura is commencing a postdoctoral fellowship on the 5th of October, scheduled to span 24 months. George is commencing a postdoctoral fellowship on the 1st of October, scheduled to span 1 year. Scott is commencing a postdoctoral fellowship on the 26th of October, scheduled to span 36 months. The person whose fellowship ends first is",years,2019-10-01,the 1st of October,2020-09-30,365 days,1 year,365,October,George
George,2019-09-13,7 days,Rose,2019-10-13,9 days,Jerry,2019-09-28,4 days,"George is beginning a short course on the 13th of September, running over 7 days. Rose is beginning a short course on the 13th of October, running over 9 days. Jerry is beginning a short course on the 28th of September, running over 4 days. The person whose course ends first is",days,2019-09-13,the 13th of September,2019-09-20,7 days,7 days,7,September,George
Hope,2019-10-12,3 weeks,Rachel,2019-09-25,30 days,Leon,2019-10-14,10 days,Hope is leaving for a business trip on the 12th of October and will be gone for 3 weeks. Rachel is leaving for a business trip on the 25th of September and will be gone for 30 days. Leon is leaving for a business trip on the 14th of October and will be gone for 10 days. The person whose business trip ends first is,weeks,2019-10-14,the 14th of October,2019-10-24,10 days,10 days,10,October,Leon
Jerry,2019-09-11,10 days,Mark,2019-10-05,4 weeks,Scott,2019-09-24,4 weeks,"Jerry starts a data science course on the 11th of September, continuing for 10 days. Mark starts a data science course on the 5th of October, continuing for 4 weeks. Scott starts a data science course on the 24th of September, continuing for 4 weeks. The person whose data science course ends first is",weeks,2019-09-11,the 11th of September,2019-09-21,10 days,10 days,10,September,Jerry
