name_1,date_1,name_2,date_2,name_3,date_3,alternatives,context,correct_date,correct_date_str,correct_season,correct_season_label,correct_og_season,correct_og_season_label,correct_answer
Marco,2019-03-22,Matt,2019-06-15,Aaron,2019-02-13,"['Marco', 'Matt', 'Aaron']",The following events take place in the southern hemisphere. Marco refinanced the mortgage on the 22nd of March. Matt refinanced the mortgage on the 15th of June. Aaron refinanced the mortgage on the 13th of February. The only person that refinanced the mortgage in summer is,2019-02-13,13th of February,summer,2,winter,0,Aaron
Blake,2019-08-07,William,2019-03-18,Jason,2019-07-11,"['Blake', 'William', 'Jason']",The following events take place in the southern hemisphere. Blake watered the plants on the 7th of August. William watered the plants on the 18th of March. Jason watered the plants on the 11th of July. The only person that watered the plants in summer is,2019-03-18,18th of March,summer,2,winter,0,William
Luke,2019-05-04,Matt,2019-06-18,Grant,2019-10-28,"['Luke', 'Matt', 'Grant']",The following events take place in the southern hemisphere. Luke arrived in France on the 4th of May. Matt arrived in France on the 18th of June. Grant arrived in France on the 28th of October. The only person that arrived in France in spring is,2019-10-28,28th of October,spring,1,fall,3,Grant
Andrew,2019-02-12,Kyle,2019-05-26,Kevin,2019-10-03,"['Andrew', 'Kyle', 'Kevin']",The following events take place in the southern hemisphere. Andrew wrote a letter on the 12th of February. Kyle wrote a letter on the 26th of May. Kevin wrote a letter on the 3rd of October. The only person that wrote a letter in summer is,2019-02-12,12th of February,summer,2,winter,0,Andrew
Blake,2019-03-03,Alex,2019-04-28,Charlie,2019-01-05,"['Blake', 'Alex', 'Charlie']",The following events take place in the southern hemisphere. Blake returned from vacation on the 3rd of March. Alex returned from vacation on the 28th of April. Charlie returned from vacation on the 5th of January. The only person that returned from vacation in fall is,2019-04-28,28th of April,fall,3,spring,1,Alex
Walker,2019-02-25,John,2019-04-05,Michael,2019-07-15,"['Walker', 'John', 'Michael']",The following events take place in the southern hemisphere. Walker arrived in Italy on the 25th of February. John arrived in Italy on the 5th of April. Michael arrived in Italy on the 15th of July. The only person that arrived in Italy in summer is,2019-02-25,25th of February,summer,2,winter,0,Walker
Martin,2019-03-17,Leon,2019-09-23,Kevin,2019-08-11,"['Martin', 'Leon', 'Kevin']",The following events take place in the southern hemisphere. Martin baked a cake on the 17th of March. Leon baked a cake on the 23rd of September. Kevin baked a cake on the 11th of August. The only person that baked a cake in summer is,2019-03-17,17th of March,summer,2,winter,0,Martin
Dean,2019-08-21,Maria,2019-12-09,Tyler,2019-02-27,"['Dean', 'Maria', 'Tyler']",The following events take place in the southern hemisphere. Dean went to an Indian restaurant on the 21st of August. Maria went to an Indian restaurant on the 9th of December. Tyler went to an Indian restaurant on the 27th of February. The only person that went to an Indian restaurant in winter is,2019-08-21,21st of August,winter,0,summer,2,Dean
Rose,2019-06-30,Hope,2019-10-27,Walker,2019-09-21,"['Rose', 'Hope', 'Walker']",The following events take place in the southern hemisphere. Rose sold their car on the 30th of June. Hope sold their car on the 27th of October. Walker sold their car on the 21st of September. The only person that sold their car in spring is,2019-10-27,27th of October,spring,1,fall,3,Hope
John,2019-08-28,Aaron,2019-03-04,Alice,2019-06-28,"['John', 'Aaron', 'Alice']",The following events take place in the southern hemisphere. John got a birthday gift on the 28th of August. Aaron got a birthday gift on the 4th of March. Alice got a birthday gift on the 28th of June. The only person that got a birthday gift in summer is,2019-03-04,4th of March,summer,2,winter,0,Aaron
Max,2019-04-24,Scott,2019-05-03,Kevin,2019-12-18,"['Max', 'Scott', 'Kevin']",The following events take place in the southern hemisphere. Max arrived in France on the 24th of April. Scott arrived in France on the 3rd of May. Kevin arrived in France on the 18th of December. The only person that arrived in France in spring is,2019-12-18,18th of December,spring,1,fall,3,Kevin
Grant,2019-01-10,Alex,2019-09-21,Maria,2019-01-11,"['Grant', 'Alex', 'Maria']",The following events take place in the southern hemisphere. Grant went hiking on the 10th of January. Alex went hiking on the 21st of September. Maria went hiking on the 11th of January. The only person that went hiking in winter is,2019-09-21,21st of September,winter,0,summer,2,Alex
Joy,2019-11-25,Hunter,2019-01-18,Jason,2019-07-11,"['Joy', 'Hunter', 'Jason']",The following events take place in the southern hemisphere. Joy cooked cheesecake on the 25th of November. Hunter cooked cheesecake on the 18th of January. Jason cooked cheesecake on the 11th of July. The only person that cooked cheesecake in spring is,2019-11-25,25th of November,spring,1,fall,3,Joy
Brandon,2019-06-25,April,2019-11-14,Frank,2019-01-20,"['Brandon', 'April', 'Frank']",The following events take place in the southern hemisphere. Brandon painted a portrait on the 25th of June. April painted a portrait on the 14th of November. Frank painted a portrait on the 20th of January. The only person that painted a portrait in winter is,2019-06-25,25th of June,winter,0,summer,2,Brandon
Jerry,2019-05-02,Marco,2019-06-16,Walker,2019-08-04,"['Jerry', 'Marco', 'Walker']",The following events take place in the southern hemisphere. Jerry had a picnic on the 2nd of May. Marco had a picnic on the 16th of June. Walker had a picnic on the 4th of August. The only person that had a picnic in winter is,2019-08-04,4th of August,winter,0,summer,2,Walker
Jack,2019-09-12,Bob,2019-09-07,Tyler,2019-11-15,"['Jack', 'Bob', 'Tyler']",The following events take place in the southern hemisphere. Jack won a contest on the 12th of September. Bob won a contest on the 7th of September. Tyler won a contest on the 15th of November. The only person that won a contest in spring is,2019-11-15,15th of November,spring,1,fall,3,Tyler
Matt,2019-01-04,Josh,2019-12-27,Walker,2019-09-21,"['Matt', 'Josh', 'Walker']",The following events take place in the southern hemisphere. Matt visited a new country on the 4th of January. Josh visited a new country on the 27th of December. Walker visited a new country on the 21st of September. The only person that visited a new country in winter is,2019-09-21,21st of September,winter,0,summer,2,Walker
Neil,2019-03-17,Charlie,2019-07-19,Marco,2019-01-15,"['Neil', 'Charlie', 'Marco']",The following events take place in the southern hemisphere. Neil had a picnic on the 17th of March. Charlie had a picnic on the 19th of July. Marco had a picnic on the 15th of January. The only person that had a picnic in winter is,2019-07-19,19th of July,winter,0,summer,2,Charlie
Joy,2019-01-10,Blake,2019-08-07,Peter,2019-10-20,"['Joy', 'Blake', 'Peter']",The following events take place in the southern hemisphere. Joy donated blood on the 10th of January. Blake donated blood on the 7th of August. Peter donated blood on the 20th of October. The only person that donated blood in summer is,2019-01-10,10th of January,summer,2,winter,0,Joy
Hope,2019-02-11,Maria,2019-06-28,Michael,2019-04-19,"['Hope', 'Maria', 'Michael']",The following events take place in the southern hemisphere. Hope alphabetized the bookshelf on the 11th of February. Maria alphabetized the bookshelf on the 28th of June. Michael alphabetized the bookshelf on the 19th of April. The only person that alphabetized the bookshelf in summer is,2019-02-11,11th of February,summer,2,winter,0,Hope
Jason,2019-01-31,Richard,2019-03-20,John,2019-07-13,"['Jason', 'Richard', 'John']",The following events take place in the southern hemisphere. Jason went camping on the 31st of January. Richard went camping on the 20th of March. John went camping on the 13th of July. The only person that went camping in winter is,2019-07-13,13th of July,winter,0,summer,2,John
George,2019-02-09,Jason,2019-11-07,Maria,2019-03-28,"['George', 'Jason', 'Maria']",The following events take place in the southern hemisphere. George went to a Chinese restaurant on the 9th of February. Jason went to a Chinese restaurant on the 7th of November. Maria went to a Chinese restaurant on the 28th of March. The only person that went to a Chinese restaurant in summer is,2019-02-09,9th of February,summer,2,winter,0,George
Leon,2019-09-23,Fred,2019-06-11,Tyler,2019-07-20,"['Leon', 'Fred', 'Tyler']",The following events take place in the southern hemisphere. Leon arrived in Italy on the 23rd of September. Fred arrived in Italy on the 11th of June. Tyler arrived in Italy on the 20th of July. The only person that arrived in Italy in spring is,2019-09-23,23rd of September,spring,1,fall,3,Leon
Matt,2019-05-13,Dallas,2019-09-02,Walker,2019-07-29,"['Matt', 'Dallas', 'Walker']",The following events take place in the southern hemisphere. Matt cleaned the basement on the 13th of May. Dallas cleaned the basement on the 2nd of September. Walker cleaned the basement on the 29th of July. The only person that cleaned the basement in fall is,2019-05-13,13th of May,fall,3,spring,1,Matt
Kyle,2019-02-19,Matt,2019-02-28,Dean,2019-12-19,"['Kyle', 'Matt', 'Dean']",The following events take place in the southern hemisphere. Kyle cleaned the windows on the 19th of February. Matt cleaned the windows on the 28th of February. Dean cleaned the windows on the 19th of December. The only person that cleaned the windows in spring is,2019-12-19,19th of December,spring,1,fall,3,Dean
Martin,2019-09-26,Blake,2019-12-28,Jack,2019-07-04,"['Martin', 'Blake', 'Jack']",The following events take place in the southern hemisphere. Martin arrived in Canada on the 26th of September. Blake arrived in Canada on the 28th of December. Jack arrived in Canada on the 4th of July. The only person that arrived in Canada in spring is,2019-09-26,26th of September,spring,1,fall,3,Martin
Kevin,2019-05-09,Scott,2019-06-25,Martin,2019-02-19,"['Kevin', 'Scott', 'Martin']",The following events take place in the southern hemisphere. Kevin washed the dog on the 9th of May. Scott washed the dog on the 25th of June. Martin washed the dog on the 19th of February. The only person that washed the dog in fall is,2019-05-09,9th of May,fall,3,spring,1,Kevin
George,2019-07-09,Joy,2019-04-18,Jack,2019-02-24,"['George', 'Joy', 'Jack']",The following events take place in the southern hemisphere. George arrived in Canada on the 9th of July. Joy arrived in Canada on the 18th of April. Jack arrived in Canada on the 24th of February. The only person that arrived in Canada in winter is,2019-07-09,9th of July,winter,0,summer,2,George
Jason,2019-10-21,Rose,2019-08-30,Ian,2019-01-26,"['Jason', 'Rose', 'Ian']",The following events take place in the southern hemisphere. Jason passed an exam on the 21st of October. Rose passed an exam on the 30th of August. Ian passed an exam on the 26th of January. The only person that passed an exam in spring is,2019-10-21,21st of October,spring,1,fall,3,Jason
Brandon,2019-07-21,Richard,2019-02-17,Emily,2019-12-29,"['Brandon', 'Richard', 'Emily']",The following events take place in the southern hemisphere. Brandon arrived in Germany on the 21st of July. Richard arrived in Germany on the 17th of February. Emily arrived in Germany on the 29th of December. The only person that arrived in Germany in winter is,2019-07-21,21st of July,winter,0,summer,2,Brandon
Kevin,2019-07-05,Richard,2019-11-05,Max,2019-01-21,"['Kevin', 'Richard', 'Max']",The following events take place in the southern hemisphere. Kevin threw a party on the 5th of July. Richard threw a party on the 5th of November. Max threw a party on the 21st of January. The only person that threw a party in winter is,2019-07-05,5th of July,winter,0,summer,2,Kevin
