name_1,date_1,name_2,date_2,name_3,date_3,alternatives,context,correct_date,correct_date_str,correct_season,correct_season_label,correct_answer
Laura,2019-12-09,Luke,2019-11-26,John,2019-04-23,"['Laura', 'Luke', 'John']",Laura went to the beach on the 9th of December. Luke went to the beach on the 26th of November. John went to the beach on the 23rd of April. The only person that went to the beach in spring is,2019-04-23,23rd of April,spring,1,John
Luke,2019-07-06,Leon,2019-12-05,Dean,2019-09-17,"['Luke', 'Leon', 'Dean']",Luke got surgery on the 6th of July. Leon got surgery on the 5th of December. Dean got surgery on the 17th of September. The only person that got surgery in fall is,2019-12-05,5th of December,fall,3,Leon
Dallas,2019-03-27,Scott,2019-10-05,Dean,2019-07-31,"['Dallas', 'Scott', 'Dean']",Dallas called a friend on the 27th of March. Scott called a friend on the 5th of October. Dean called a friend on the 31st of July. The only person that called a friend in spring is,2019-03-27,27th of March,spring,1,Dallas
Neil,2019-04-23,Tyler,2019-07-22,Aaron,2019-02-19,"['Neil', 'Tyler', 'Aaron']",Neil planted a tree on the 23rd of April. Tyler planted a tree on the 22nd of July. Aaron planted a tree on the 19th of February. The only person that planted a tree in spring is,2019-04-23,23rd of April,spring,1,Neil
Ian,2019-08-03,Brandon,2019-12-07,Dean,2019-07-31,"['Ian', 'Brandon', 'Dean']",Ian went hiking on the 3rd of August. Brandon went hiking on the 7th of December. Dean went hiking on the 31st of July. The only person that went hiking in fall is,2019-12-07,7th of December,fall,3,Brandon
Robert,2019-12-19,Richard,2019-10-11,Laura,2019-09-14,"['Robert', 'Richard', 'Laura']",Robert baked a cake on the 19th of December. Richard baked a cake on the 11th of October. Laura baked a cake on the 14th of September. The only person that baked a cake in summer is,2019-09-14,14th of September,summer,2,Laura
Mark,2019-10-14,Martin,2019-10-03,Peter,2019-01-31,"['Mark', 'Martin', 'Peter']",Mark received a letter on the 14th of October. Martin received a letter on the 3rd of October. Peter received a letter on the 31st of January. The only person that received a letter in winter is,2019-01-31,31st of January,winter,0,Peter
Josh,2019-03-29,Andrew,2019-10-09,Max,2019-04-10,"['Josh', 'Andrew', 'Max']",Josh cleaned the windows on the 29th of March. Andrew cleaned the windows on the 9th of October. Max cleaned the windows on the 10th of April. The only person that cleaned the windows in fall is,2019-10-09,9th of October,fall,3,Andrew
Mark,2019-12-28,Henry,2019-10-07,George,2019-03-09,"['Mark', 'Henry', 'George']",Mark took a taxi on the 28th of December. Henry took a taxi on the 7th of October. George took a taxi on the 9th of March. The only person that took a taxi in fall is,2019-10-07,7th of October,fall,3,Henry
Robert,2019-12-16,Charlie,2019-10-06,Connor,2019-07-16,"['Robert', 'Charlie', 'Connor']",Robert compiled the spreadsheet on the 16th of December. Charlie compiled the spreadsheet on the 6th of October. Connor compiled the spreadsheet on the 16th of July. The only person that compiled the spreadsheet in summer is,2019-07-16,16th of July,summer,2,Connor
Ryan,2019-10-05,Rose,2019-06-25,Connor,2019-04-01,"['Ryan', 'Rose', 'Connor']",Ryan won the lottery on the 5th of October. Rose won the lottery on the 25th of June. Connor won the lottery on the 1st of April. The only person that won the lottery in fall is,2019-10-05,5th of October,fall,3,Ryan
Steve,2019-03-04,Richard,2019-05-02,Laura,2019-07-13,"['Steve', 'Richard', 'Laura']",Steve had a barbecue on the 4th of March. Richard had a barbecue on the 2nd of May. Laura had a barbecue on the 13th of July. The only person that had a barbecue in winter is,2019-03-04,4th of March,winter,0,Steve
Michael,2019-05-22,George,2019-08-22,Scott,2019-04-18,"['Michael', 'George', 'Scott']",Michael received a promotion on the 22nd of May. George received a promotion on the 22nd of August. Scott received a promotion on the 18th of April. The only person that received a promotion in summer is,2019-08-22,22nd of August,summer,2,George
Leon,2019-04-02,Hope,2019-07-22,Ian,2019-07-17,"['Leon', 'Hope', 'Ian']",Leon had a picnic on the 2nd of April. Hope had a picnic on the 22nd of July. Ian had a picnic on the 17th of July. The only person that had a picnic in spring is,2019-04-02,2nd of April,spring,1,Leon
Aaron,2019-12-11,Maria,2019-06-13,April,2019-04-02,"['Aaron', 'Maria', 'April']",Aaron washed the car on the 11th of December. Maria washed the car on the 13th of June. April washed the car on the 2nd of April. The only person that washed the car in fall is,2019-12-11,11th of December,fall,3,Aaron
Blake,2019-03-23,Rachel,2019-06-02,Matt,2019-12-21,"['Blake', 'Rachel', 'Matt']",Blake got a raise on the 23rd of March. Rachel got a raise on the 2nd of June. Matt got a raise on the 21st of December. The only person that got a raise in winter is,2019-12-21,21st of December,winter,0,Matt
Rachel,2019-05-26,John,2019-10-09,Richard,2019-10-24,"['Rachel', 'John', 'Richard']",Rachel filled out the application on the 26th of May. John filled out the application on the 9th of October. Richard filled out the application on the 24th of October. The only person that filled out the application in spring is,2019-05-26,26th of May,spring,1,Rachel
Martin,2019-05-18,Ryan,2019-05-09,Laura,2019-09-14,"['Martin', 'Ryan', 'Laura']",Martin took a train on the 18th of May. Ryan took a train on the 9th of May. Laura took a train on the 14th of September. The only person that took a train in summer is,2019-09-14,14th of September,summer,2,Laura
Alex,2019-10-14,Joy,2019-08-27,Andrew,2019-09-09,"['Alex', 'Joy', 'Andrew']",Alex compiled the spreadsheet on the 14th of October. Joy compiled the spreadsheet on the 27th of August. Andrew compiled the spreadsheet on the 9th of September. The only person that compiled the spreadsheet in fall is,2019-10-14,14th of October,fall,3,Alex
Bob,2019-12-11,Joy,2019-08-11,Frank,2019-11-02,"['Bob', 'Joy', 'Frank']",Bob cooked lasagna on the 11th of December. Joy cooked lasagna on the 11th of August. Frank cooked lasagna on the 2nd of November. The only person that cooked lasagna in summer is,2019-08-11,11th of August,summer,2,Joy
Tyler,2019-05-17,Ian,2019-12-25,Bob,2019-12-09,"['Tyler', 'Ian', 'Bob']",Tyler won a prize on the 17th of May. Ian won a prize on the 25th of December. Bob won a prize on the 9th of December. The only person that won a prize in spring is,2019-05-17,17th of May,spring,1,Tyler
Steve,2019-02-27,Richard,2019-09-11,Bob,2019-02-22,"['Steve', 'Richard', 'Bob']",Steve took a bus on the 27th of February. Richard took a bus on the 11th of September. Bob took a bus on the 22nd of February. The only person that took a bus in summer is,2019-09-11,11th of September,summer,2,Richard
Matt,2019-06-30,Walker,2019-03-29,Rose,2019-07-28,"['Matt', 'Walker', 'Rose']",Matt attended a funeral on the 30th of June. Walker attended a funeral on the 29th of March. Rose attended a funeral on the 28th of July. The only person that attended a funeral in spring is,2019-03-29,29th of March,spring,1,Walker
Charlie,2019-03-24,Dean,2019-12-06,Tyler,2019-12-23,"['Charlie', 'Dean', 'Tyler']",Charlie arrived in the UK on the 24th of March. Dean arrived in the UK on the 6th of December. Tyler arrived in the UK on the 23rd of December. The only person that arrived in the UK in spring is,2019-03-24,24th of March,spring,1,Charlie
Luke,2019-04-10,Rose,2019-04-18,Laura,2019-12-09,"['Luke', 'Rose', 'Laura']",Luke took a bus on the 10th of April. Rose took a bus on the 18th of April. Laura took a bus on the 9th of December. The only person that took a bus in fall is,2019-12-09,9th of December,fall,3,Laura
Peter,2019-03-12,William,2019-08-24,John,2019-09-26,"['Peter', 'William', 'John']",Peter ironed the clothes on the 12th of March. William ironed the clothes on the 24th of August. John ironed the clothes on the 26th of September. The only person that ironed the clothes in winter is,2019-03-12,12th of March,winter,0,Peter
Emily,2019-04-22,Robert,2019-12-19,Peter,2019-10-13,"['Emily', 'Robert', 'Peter']",Emily got a raise on the 22nd of April. Robert got a raise on the 19th of December. Peter got a raise on the 13th of October. The only person that got a raise in spring is,2019-04-22,22nd of April,spring,1,Emily
Max,2019-06-27,Charlie,2019-10-15,Aaron,2019-09-07,"['Max', 'Charlie', 'Aaron']",Max visited a new country on the 27th of June. Charlie visited a new country on the 15th of October. Aaron visited a new country on the 7th of September. The only person that visited a new country in fall is,2019-10-15,15th of October,fall,3,Charlie
Bob,2019-09-16,Frank,2019-09-26,Kyle,2019-07-05,"['Bob', 'Frank', 'Kyle']",Bob washed the dog on the 16th of September. Frank washed the dog on the 26th of September. Kyle washed the dog on the 5th of July. The only person that washed the dog in fall is,2019-09-26,26th of September,fall,3,Frank
Luke,2019-11-26,Martin,2019-05-02,John,2019-08-14,"['Luke', 'Martin', 'John']",Luke cleaned the garage on the 26th of November. Martin cleaned the garage on the 2nd of May. John cleaned the garage on the 14th of August. The only person that cleaned the garage in fall is,2019-11-26,26th of November,fall,3,Luke
Henry,2019-03-11,Connor,2019-03-29,Dean,2019-04-14,"['Henry', 'Connor', 'Dean']",Henry arrived in Germany on the 11th of March. Connor arrived in Germany on the 29th of March. Dean arrived in Germany on the 14th of April. The only person that arrived in Germany in winter is,2019-03-11,11th of March,winter,0,Henry
Leon,2019-04-02,Blake,2019-11-21,Tyler,2019-12-03,"['Leon', 'Blake', 'Tyler']",Leon donated toys on the 2nd of April. Blake donated toys on the 21st of November. Tyler donated toys on the 3rd of December. The only person that donated toys in spring is,2019-04-02,2nd of April,spring,1,Leon
Bob,2019-12-22,Aaron,2019-07-23,Neil,2019-08-01,"['Bob', 'Aaron', 'Neil']",Bob arrived in the US on the 22nd of December. Aaron arrived in the US on the 23rd of July. Neil arrived in the US on the 1st of August. The only person that arrived in the US in winter is,2019-12-22,22nd of December,winter,0,Bob
Grant,2019-05-09,Rachel,2019-06-26,Steve,2019-03-25,"['Grant', 'Rachel', 'Steve']",Grant built a desktop computer on the 9th of May. Rachel built a desktop computer on the 26th of June. Steve built a desktop computer on the 25th of March. The only person that built a desktop computer in summer is,2019-06-26,26th of June,summer,2,Rachel
Marco,2019-09-30,Dean,2019-04-02,Connor,2019-07-16,"['Marco', 'Dean', 'Connor']",Marco renovated the kitchen on the 30th of September. Dean renovated the kitchen on the 2nd of April. Connor renovated the kitchen on the 16th of July. The only person that renovated the kitchen in fall is,2019-09-30,30th of September,fall,3,Marco
Rachel,2019-08-23,Luke,2019-02-19,Hunter,2019-10-31,"['Rachel', 'Luke', 'Hunter']",Rachel returned from vacation on the 23rd of August. Luke returned from vacation on the 19th of February. Hunter returned from vacation on the 31st of October. The only person that returned from vacation in summer is,2019-08-23,23rd of August,summer,2,Rachel
Rachel,2019-10-30,Michael,2019-08-27,Matt,2019-12-21,"['Rachel', 'Michael', 'Matt']",Rachel threw a party on the 30th of October. Michael threw a party on the 27th of August. Matt threw a party on the 21st of December. The only person that threw a party in fall is,2019-10-30,30th of October,fall,3,Rachel
Joy,2019-12-10,Andrew,2019-09-01,April,2019-10-25,"['Joy', 'Andrew', 'April']",Joy wrote a letter on the 10th of December. Andrew wrote a letter on the 1st of September. April wrote a letter on the 25th of October. The only person that wrote a letter in summer is,2019-09-01,1st of September,summer,2,Andrew
Peter,2019-10-13,Joy,2019-11-11,Frank,2019-12-24,"['Peter', 'Joy', 'Frank']",Peter took a plane on the 13th of October. Joy took a plane on the 11th of November. Frank took a plane on the 24th of December. The only person that took a plane in winter is,2019-12-24,24th of December,winter,0,Frank
Henry,2019-10-20,Charlie,2019-11-18,Jack,2019-03-11,"['Henry', 'Charlie', 'Jack']",Henry won a contest on the 20th of October. Charlie won a contest on the 18th of November. Jack won a contest on the 11th of March. The only person that won a contest in winter is,2019-03-11,11th of March,winter,0,Jack
Richard,2019-04-09,Hope,2019-08-08,Laura,2019-10-05,"['Richard', 'Hope', 'Laura']",Richard repotted the plants on the 9th of April. Hope repotted the plants on the 8th of August. Laura repotted the plants on the 5th of October. The only person that repotted the plants in spring is,2019-04-09,9th of April,spring,1,Richard
Max,2019-02-02,Fred,2019-11-28,Peter,2019-08-07,"['Max', 'Fred', 'Peter']",Max went fishing on the 2nd of February. Fred went fishing on the 28th of November. Peter went fishing on the 7th of August. The only person that went fishing in winter is,2019-02-02,2nd of February,winter,0,Max
Maria,2019-05-24,Marco,2019-01-27,Leon,2019-04-02,"['Maria', 'Marco', 'Leon']",Maria refinanced the mortgage on the 24th of May. Marco refinanced the mortgage on the 27th of January. Leon refinanced the mortgage on the 2nd of April. The only person that refinanced the mortgage in winter is,2019-01-27,27th of January,winter,0,Marco
George,2019-01-09,Richard,2019-07-04,Henry,2019-03-11,"['George', 'Richard', 'Henry']",George took an exam on the 9th of January. Richard took an exam on the 4th of July. Henry took an exam on the 11th of March. The only person that took an exam in summer is,2019-07-04,4th of July,summer,2,Richard
Kyle,2019-08-13,Rose,2019-06-25,Joy,2019-01-01,"['Kyle', 'Rose', 'Joy']",Kyle took a plane on the 13th of August. Rose took a plane on the 25th of June. Joy took a plane on the 1st of January. The only person that took a plane in winter is,2019-01-01,1st of January,winter,0,Joy
